id,code,name,user_type_id/id,reconcile,tag_ids/id,chart_template_id/id
"__coapy__169","4.31","OTRAS VENTAS EXENTAS DEL IVA","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__142","4.40","VENTAS DE PRODUCTOS AGRÍCOLAS","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__143","4.50","VENTAS DE SOJA Y SUS DERIVADOS","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__144","4.60","VENTAS DE MAÍZ","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__145","4.70","VENTAS DE TRIGO","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__146","4.80","OTROS PRODUCTOS AGRÍCOLAS","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__147","4.90","VENTAS DE GANADO","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__170","4.98","(-) DESCUENTOS CONCEDIDOS","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__171","4.99","(-) DEVOLUCIONES","account.data_account_type_revenue","False","l10n_py.tag_27","l10n_py.l10npy_chart_template"
"__coapy__181","5.1.","COSTO DE VENTAS DE PRODUCTOS FRUTÍCOLAS Y HORTÍCOLAS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__172","5.10","COSTO DE MERCADERÍAS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__182","5.11","COSTO DE VENTAS DE PRODUCTOS DE LA EXPLOTACIÓN FORESTAL","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__183","5.12","COSTO DE PRODUCTOS AGRÍCOLAS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__184","5.13","COSTO  DE SOJA Y SUS DERIVADOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__185","5.14","COSTO DE EXPORTACIONES A EMPRESAS VINCULADAS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__186","5.15","COSTO DE EXPORTACIONES A TERCEROS NO VINCULADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__187","5.16","COSTO DE OTROS PRODUCTOS AGRÍCOLAS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__188","5.17","COSTO DE BIENES INDUSTRIALIZADOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__189","5.18","COSTO DE PRODUCTOS FARMACEÚTICOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__190","5.19","COSTO DE MAQUINARIAS Y EQUIPOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__191","5.2.","COSTO DE OTROS PRODUCTOS INDUSTRIALIZADOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__173","5.20","COSTO DE MERCADERÍAS GRAVADAS POR EL IVA","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__192","5.21","COSTO DE OTROS PRODUCTOS EXPORTADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__193","5.22","COSTO DE SERVICIOS GRAVADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__194","5.23","COSTO DE VENTAS DE BIENES - REGÍMENES ESPECIALES","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__195","5.24","COSTO DE VENTAS DE MERCADERÍAS - RÉGIMEN DE TURISMO","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__196","5.25","COSTO DE VENTAS A EXTRANJEROS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__197","5.26","COSTO DE VENTAS A DISTRIBUIDORES LOCALES","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__198","5.27","COSTO DE VENTAS A CLIENTES LOCALES","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__199","5.28","COSTO DE VENTAS DE MERCADERÍAS - ZONA FRANCA","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__200","5.29","COSTO DE VENTAS POR RÉGIMEN DE MAQUILA","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__201","5.3.","COSTO DE VENTAS BAJO OTROS REGÍMENES ESPECIALES","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__174","5.30","COSTO DE MERCADERÍAS EXENTAS DEL IVA","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__202","5.31","COSTO DE VENTAS EXENTAS DEL IVA","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__175","5.40","COSTO DE PRODUCTOS AGRÍCOLAS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__176","5.50","COSTO DE VENTAS DE SOJA Y SUS DERIVADOS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__177","5.60","COSTO DE VENTAS DE MAÍZ","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__178","5.70","COSTO DE VENTAS DE TRIGO","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__179","5.80","COSTO DE VENTAS DE OTROS PRODUCTOS AGRÍCOLAS","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__180","5.90","COSTO DE VENTAS DE GANADO","account.data_account_type_direct_costs","False","l10n_py.tag_28","l10n_py.l10npy_chart_template"
"__coapy__212","7.1.","(-) MERMAS Y MORTANDAD","account.data_account_type_revenue","False","l10n_py.tag_30","l10n_py.l10npy_chart_template"
"__coapy__203","7.10","INGRESOS POR ACTIVOS BIOLÓGICOS","account.data_account_type_revenue","False","l10n_py.tag_29","l10n_py.l10npy_chart_template"
"__coapy__204","7.20","INGRESOS POR PRODUCCIÓN Y/O TENENCIA DE ACTIVOS BIOLÓGICOS","account.data_account_type_revenue","False","l10n_py.tag_29","l10n_py.l10npy_chart_template"
"__coapy__205","7.30","INGRESOS POR PRODUCCIÓN Y/O TENENCIA DE BIENES DEL SECTOR AGRÍCOLA","account.data_account_type_revenue","False","l10n_py.tag_43","l10n_py.l10npy_chart_template"
"__coapy__206","7.40","INGRESOS POR PRODUCCIÓN Y/O TENENCIA DE GANADO","account.data_account_type_revenue","False","l10n_py.tag_44","l10n_py.l10npy_chart_template"
"__coapy__207","7.50","INGRESOS POR PRODUCCIÓN Y/O TENENCIA DE BIENES DE LA ACTIVIDAD FORESTAL","account.data_account_type_revenue","False","l10n_py.tag_45","l10n_py.l10npy_chart_template"
"__coapy__208","7.60","(-) COSTO DE PRODUCCIÓN Y/O TENENCIA DE ACTIVOS BIOLÓGICOS","account.data_account_type_revenue","False","l10n_py.tag_30","l10n_py.l10npy_chart_template"
"__coapy__209","7.70","(-) COSTO DE PRODUCCIÓN Y/O TENENCIA DE BIENES DEL SECTOR AGRÍCOLA","account.data_account_type_revenue","False","l10n_py.tag_40","l10n_py.l10npy_chart_template"
"__coapy__210","7.80","(-) COSTO DE PRODUCCIÓN Y/O TENENCIA DE GANADO","account.data_account_type_revenue","False","l10n_py.tag_41","l10n_py.l10npy_chart_template"
"__coapy__211","7.90","(-) COSTO DE PRODUCCIÓN Y/O TENENCIA DE BIENES DE LA ACTIVIDAD FORESTAL","account.data_account_type_revenue","False","l10n_py.tag_42","l10n_py.l10npy_chart_template"
"__coapy__213","8.10","INTERESES GANADOS","account.data_account_type_other_income","False","l10n_py.tag_31","l10n_py.l10npy_chart_template"
"__coapy__214","8.20","COMISIONES COBRADAS","account.data_account_type_other_income","False","l10n_py.tag_31","l10n_py.l10npy_chart_template"
"__coapy__215","8.30","DESCUENTOS OBTENIDOS","account.data_account_type_other_income","False","l10n_py.tag_31","l10n_py.l10npy_chart_template"
"__coapy__216","8.40","SUBVENCIONES","account.data_account_type_other_income","False","l10n_py.tag_31","l10n_py.l10npy_chart_template"
"__coapy__217","8.50","GANANCIAS POR TIPO DE CAMBIO","account.data_account_type_other_income","False","l10n_py.tag_31","l10n_py.l10npy_chart_template"
